ENSEMBL	chromosome_name	start_position	end_position
ENSG00000184014	11	9138825	9265959
ENSG00000232940	6	33249534	33255167
ENSG00000135045	9	74946583	74952912
ENSG00000270061	12	123969990	123970344
ENSG00000269938	12	123968023	123968579
ENSG00000180855	19	12429706	12441021
ENSG00000273102	21	33967100	33968573
ENSG00000250091	12	123925461	123934984
ENSG00000132646	20	5114953	5126626
ENSG00000038382	5	14143342	14532128
ENSG00000269242	19	12643831	12648397
ENSG00000270048	12	123962555	123962817
ENSG00000198001	12	43758944	43798307
ENSG00000177425	12	79574979	79690964
ENSG00000120694	13	31134973	31162388
ENSG00000004660	17	3860315	3894891
ENSG00000132341	12	130872037	130877678
ENSG00000134245	1	112466541	112530165
ENSG00000236859	2	121649320	121728563
ENSG00000131748	17	39637090	39664201
ENSG00000165699	9	132891348	132946874
ENSG00000151239	12	43793723	43806328
ENSG00000160606	17	28724348	28727935
ENSG00000064666	19	1026586	1039068
ENSG00000254477	11	59752578	59754975
ENSG00000108784	17	42536241	42544449
ENSG00000136944	9	126613928	126701032
ENSG00000101638	18	46667821	46759257
ENSG00000267348	19	45076510	45092635
ENSG00000224660	3	15254184	15264515
ENSG00000253865	5	149372174	149375116
ENSG00000111252	12	111405923	111451623
ENSG00000238221	6	7276031	7298872
ENSG00000138111	10	102461395	102477045
ENSG00000248980	4	176308268	176320458
ENSG00000116205	1	54053584	54112519
ENSG00000257696	12	100143058	100144671
ENSG00000253641	8	10474565	10482388
ENSG00000188452	2	181535041	181680665
ENSG00000183655	15	85759326	85794925
ENSG00000261786	3	44117299	44122365
ENSG00000142252	19	45079195	45091518
ENSG00000243696	3	52813282	52835729
ENSG00000181284	17	7435435	7437679
ENSG00000120656	1	28587829	28648291
ENSG00000137727	11	110577042	110713189
ENSG00000161082	19	3224661	3297076
ENSG00000129128	4	176319966	176332245
ENSG00000111731	12	22448583	22544546
ENSG00000168070	11	64937517	64972108
ENSG00000146477	6	160348378	160452577
ENSG00000165275	9	37753803	37778972
ENSG00000100379	22	37051739	37063390
ENSG00000272732	7	7550104	7552440
ENSG00000141034	17	18039408	18068405
ENSG00000118369	11	78188812	78215232
ENSG00000116031	2	70830211	70835816
ENSG00000134285	12	48921518	48926474
ENSG00000172831	16	66934444	66945096
ENSG00000156017	9	74980790	75028423
ENSG00000102901	16	67828157	67847811
ENSG00000272650	4	53997415	53997712
ENSG00000125863	20	10401009	10434222
ENSG00000134243	1	109309568	109397918
ENSG00000177106	11	694438	727727
ENSG00000184277	15	101621444	101652391
ENSG00000092531	15	42491233	42545356
ENSG00000089050	20	18486540	18497225
ENSG00000170954	19	53107879	53133077
ENSG00000185274	7	71132144	71713600
ENSG00000272817	10	91908131	91909348
ENSG00000167851	17	74466399	74484794
ENSG00000213015	19	55635016	55643470
ENSG00000100413	22	41525799	41544606
ENSG00000174721	10	91906584	91909486
ENSG00000124508	6	26383096	26394874
ENSG00000246174	11	78139771	78175323
ENSG00000104774	19	12646511	12666742
ENSG00000163798	2	27663426	27695366
ENSG00000259004	14	101120840	101123545
ENSG00000171097	9	128832942	128882494
ENSG00000178917	3	44494847	44510636
ENSG00000165102	8	43140464	43202855
ENSG00000149084	11	43680680	43856617
ENSG00000164308	5	96875986	96919703
ENSG00000268204	19	7633766	7636990
ENSG00000095485	10	100232298	100267680
ENSG00000179639	1	159289714	159308224
ENSG00000072201	4	53459301	53701405
ENSG00000268603	2	219497611	219498246
ENSG00000119242	12	123918660	123972831
ENSG00000159199	17	48892765	48895871
ENSG00000269927	14	71141125	71143253
ENSG00000110841	12	27523431	27695564
ENSG00000104972	19	54617158	54638022
ENSG00000267796	19	35748361	35754519
ENSG00000075415	12	98593591	98606379
ENSG00000164406	5	132873444	132875046
ENSG00000229833	19	7629793	7631956
ENSG00000204160	1	26826688	26857604
ENSG00000166896	12	57906039	57959148
ENSG00000240401	2	55282350	55346049
ENSG00000006042	17	32927910	32945106
ENSG00000097096	1	85156889	85201724
ENSG00000271984	20	45892694	45893419
ENSG00000281741	1	120913151	120914238
ENSG00000204439	6	31658298	31660778
ENSG00000196188	1	206008535	206023909
ENSG00000076513	12	109999186	110039763
ENSG00000164778	7	155458129	155464831
ENSG00000270096	3	169794962	169796213
ENSG00000103647	15	68578993	68727806
ENSG00000204370	11	112086824	112120016
ENSG00000141574	17	82321024	82334074
ENSG00000173875	19	12610918	12633840
ENSG00000278367	20	35174355	35174919
ENSG00000128928	15	40405485	40435947
ENSG00000236723	1	53209783	53213775
ENSG00000101000	20	35172072	35216240
ENSG00000175198	13	100089015	100530437
ENSG00000231663	1	234372807	234373662
ENSG00000255837	12	10995961	10998304
ENSG00000234912	17	77086716	77099902
ENSG00000205853	22	32359886	32382106
ENSG00000205364	16	56632659	56633981
ENSG00000151164	12	110501655	110533556
ENSG00000168275	1	234373456	234385080
ENSG00000277632	17	36088256	36090169
ENSG00000275395	19	39863323	39934626
ENSG00000204217	2	202376327	202567751
ENSG00000161057	7	103328570	103370346
ENSG00000154079	6	70566917	70589569
ENSG00000173581	19	55641062	55653161
ENSG00000172738	6	37212180	37258155
ENSG00000180712	4	184334292	184353977
ENSG00000274536	X	66015426	66020426
ENSG00000278743	12	25385670	25386241
ENSG00000167397	16	31090842	31095980
ENSG00000276136	12	32000375	32001222
ENSG00000154556	4	185585444	185956652
ENSG00000197261	6	49550666	49561907
ENSG00000100280	22	29327680	29388583
ENSG00000197771	10	119829404	119892556
ENSG00000103942	15	82836946	82986153
ENSG00000188997	11	78171249	78188626
ENSG00000166526	7	100064033	100082548
ENSG00000105327	19	47220822	47232766
ENSG00000062598	20	46366050	46432985
ENSG00000249406	17	50199876	50215922
ENSG00000005893	X	120426148	120469365
ENSG00000257038	11	73307235	73309361
ENSG00000172845	2	173880850	173965373
ENSG00000270112	18	46756487	46802449
ENSG00000112234	6	98868535	98948006
ENSG00000181555	3	47016428	47164113
ENSG00000101160	20	58985686	59008238
ENSG00000169442	1	26317958	26320523
ENSG00000278703	18	57588611	57589091
ENSG00000227198	6	31658329	31660721
ENSG00000117597	1	209827972	209857565
ENSG00000188368	19	42302098	42310814
ENSG00000183161	11	22622533	22625823
ENSG00000119138	9	70384604	70414657
ENSG00000270638	6	145735570	145737218
ENSG00000135521	6	143843338	143863812
ENSG00000100403	22	41301525	41360147
ENSG00000048028	11	113797874	113875570
ENSG00000104812	19	48968130	48993310
ENSG00000179242	20	61252261	61940617
ENSG00000171365	X	49922596	50099235
ENSG00000196284	6	44809317	45377953
ENSG00000255559	8	145002811	145006046
ENSG00000065491	6	37257772	37332970
ENSG00000112425	6	145382535	145736023
ENSG00000143457	1	150646230	150697154
ENSG00000132768	1	43970000	43973369
ENSG00000254676	11	83180144	83184520
ENSG00000108688	17	34270221	34272242
ENSG00000171425	19	55635459	55645623
ENSG00000100079	22	37570248	37582616
ENSG00000230918	2	162073256	162078036
ENSG00000277879	10	117267116	117268668
ENSG00000260401	11	73238975	73242335
ENSG00000131370	3	15254353	15341368
ENSG00000072195	2	219434843	219493629
ENSG00000132692	1	156641390	156659532
ENSG00000118939	13	75549480	75606020
ENSG00000113522	5	132556019	132646349
ENSG00000263155	15	57591904	57685364
ENSG00000166348	10	73497538	73626117
ENSG00000169758	15	76059958	76229121
ENSG00000175591	11	73218281	73242427
ENSG00000179958	16	30423615	30430030
ENSG00000175216	11	46743048	46846308
ENSG00000116406	1	184690237	184754907
ENSG00000167081	9	125747345	125967377
ENSG00000259399	20	36574553	36612384
ENSG00000141543	17	80134369	80147151
ENSG00000143643	1	230906243	230978875
ENSG00000196218	19	38433691	38595273
ENSG00000124570	6	2948159	2972165
ENSG00000171132	2	45651345	46187990
ENSG00000198715	1	156290089	156295689
ENSG00000188833	9	137434364	137441816
ENSG00000169016	2	11444375	11466177
ENSG00000143546	1	153390032	153391073
ENSG00000267699	18	50968019	51058144
ENSG00000164751	8	76980258	77001044
ENSG00000167619	19	42313309	42325064
ENSG00000127325	12	69643360	69699476
ENSG00000236935	11	64325050	64340127
ENSG00000091010	5	146338839	146341728
ENSG00000281571	1	145214851	145215938
ENSG00000235904	3	29054570	29290726
ENSG00000160551	17	29390363	29551903
ENSG00000197635	2	161992245	162074394
ENSG00000102531	13	48975912	49209779
ENSG00000215301	X	41333348	41364472
ENSG00000204469	6	31620715	31637771
ENSG00000127533	19	16888999	16892606
ENSG00000234771	9	128108581	128118693
ENSG00000106077	7	73736094	73738852
ENSG00000151617	4	147480917	147544954
ENSG00000179094	17	8140472	8156506
ENSG00000198483	1	145866560	145885866
ENSG00000102738	13	40729128	40771190
ENSG00000011275	7	5620047	5781696
ENSG00000187624	17	410325	431062
ENSG00000167136	9	128818500	128822676
ENSG00000147697	8	129748196	129786624
ENSG00000082269	6	70412941	70561174
ENSG00000233351	6	129479615	129481410
ENSG00000174013	3	196568611	196589059
ENSG00000176723	16	31432593	31443160
ENSG00000250337	5	27217714	27496994
ENSG00000184785	X	134990991	134992473
ENSG00000171169	9	128061233	128068206
ENSG00000122786	7	134744252	134970729
ENSG00000261474	16	31449535	31453493
ENSG00000143751	1	225982702	225999343
ENSG00000223914	12	40156113	40211419
ENSG00000145194	3	184276011	184293031
ENSG00000185798	3	196554177	196568674
ENSG00000186231	6	96924620	97140754
ENSG00000204147	10	50739318	50816495
ENSG00000235162	12	105235290	105396097
ENSG00000215915	1	1449689	1470163
ENSG00000101084	20	36605779	36612557
ENSG00000168743	4	105894775	106004027
ENSG00000133619	7	149714781	149734575
ENSG00000135144	12	113056730	113098028
ENSG00000262246	16	4354542	4425705
ENSG00000003987	8	17296794	17413528
ENSG00000129353	19	10602457	10644557
ENSG00000237452	19	45733439	45764541
ENSG00000182534	17	76672551	76711004
ENSG00000123080	1	50960745	50974634
ENSG00000109738	4	157076125	157172090
ENSG00000105176	19	29923644	30016612
ENSG00000132639	20	10172395	10308258
ENSG00000179965	16	30407414	30431108
ENSG00000249096	4	184365180	184382416
ENSG00000138867	22	24540423	24555935
ENSG00000179010	4	6640091	6642729
ENSG00000180423	11	46602861	46617909
ENSG00000261335	17	76671942	76673658
ENSG00000186907	11	57460528	57477534
ENSG00000105672	19	35641745	35644871
ENSG00000234076	3	188941715	188947639
ENSG00000137337	6	30699807	30717447
ENSG00000232065	3	196631498	196632700
ENSG00000215271	14	23272422	23299447
ENSG00000074582	2	218658764	218663443
ENSG00000079432	19	42268537	42295797
ENSG00000272325	6	34279679	34392669
ENSG00000064989	2	187341964	187448460
ENSG00000277142	16	525155	527407
ENSG00000265972	1	145992435	145996579
ENSG00000057294	12	32790755	32896777
ENSG00000261069	15	25087661	25088896
ENSG00000167981	16	3432414	3443504
ENSG00000067829	X	153785766	153794512
ENSG00000270580	16	15104723	15131601
ENSG00000163104	4	94207611	94291292
ENSG00000091009	5	146203605	146289223
ENSG00000109534	4	109815510	109824740
ENSG00000110107	11	60890547	60906585
ENSG00000174004	3	196639694	196662004
ENSG00000154783	3	14810853	14934571
ENSG00000148925	11	13388008	13463297
ENSG00000185033	15	90160604	90229679
ENSG00000135249	7	105532169	105567677
ENSG00000182158	7	137874979	138002086
ENSG00000188001	3	188947214	189325304
ENSG00000269939	11	83185521	83187036
ENSG00000165115	9	83834099	83921465
ENSG00000198722	9	35161992	35405338
ENSG00000125971	20	34516414	34540958
ENSG00000240230	7	898778	975549
ENSG00000133661	10	79937467	79982614
ENSG00000224078	15	24978583	25420336
ENSG00000274964	12	32339368	32340724
ENSG00000277342	12	32109076	32109602
ENSG00000120137	5	168548495	168579368
ENSG00000138495	3	119654513	119677454
ENSG00000260233	11	65568482	65570423
ENSG00000176533	19	2511219	2702694
ENSG00000151746	12	32106835	32383633
ENSG00000118705	20	37178410	37241619
ENSG00000135596	6	109444062	109465968
ENSG00000155115	6	110958706	110967890
ENSG00000170604	19	45883608	45886141
ENSG00000171724	16	77788564	77980107
ENSG00000070808	5	150219491	150290093
ENSG00000176182	19	45890023	45902613
ENSG00000168476	8	22138020	22141951
ENSG00000253716	8	143280158	143281692
ENSG00000126453	19	49665142	49673916
ENSG00000270210	2	28425945	28426719
ENSG00000260686	5	122832356	122834533
ENSG00000188822	1	23870515	23913362
ENSG00000136960	8	119557086	119673453
ENSG00000175489	19	18391137	18397622
ENSG00000172113	3	48290722	48301685
ENSG00000103047	16	68843531	69085182
ENSG00000136643	1	213051233	213274774
ENSG00000205155	19	35745600	35747519
ENSG00000219438	22	48489553	48850912
ENSG00000256537	12	11171194	11176016
ENSG00000072958	19	16197854	16245906
ENSG00000164039	4	103077592	103099870
ENSG00000115970	2	43230851	43596038
ENSG00000184619	17	8356902	8376704
ENSG00000137731	11	117800844	117828698
ENSG00000105854	7	95404862	95435329
ENSG00000171346	17	41513745	41522529
ENSG00000277324	18	54268346	54270028
ENSG00000136014	12	95516560	95551476
ENSG00000095787	10	28532493	28623112
ENSG00000116857	1	201134772	201171574
ENSG00000148120	9	94726699	95087159
ENSG00000228065	10	65570338	65880289
ENSG00000198917	9	128819651	128829794
ENSG00000260750	16	87595131	87600337
ENSG00000140854	16	57735739	57757244
ENSG00000104967	19	45933734	45974044
ENSG00000007944	6	16129086	16148248
ENSG00000102387	X	101268253	101293057
ENSG00000263050	17	2043475	2044968
ENSG00000068976	11	64746389	64759974
ENSG00000126016	X	112774503	112840831
ENSG00000183463	13	27977717	27988693
ENSG00000214050	8	28348287	28490278
ENSG00000185900	8	43093498	43131180
ENSG00000148356	9	127451489	127503499
ENSG00000113583	5	133955510	133968674
ENSG00000223501	6	33250272	33272047
ENSG00000260267	16	31456711	31459736
ENSG00000163507	3	108549864	108589644
ENSG00000145907	5	151771045	151812911
ENSG00000130227	8	21919662	22006585
ENSG00000143224	1	161166056	161178013
ENSG00000112137	6	12716312	13290446
ENSG00000112763	6	26457904	26476621
ENSG00000132323	2	238170402	238203708
ENSG00000167676	19	4502192	4518486
ENSG00000204620	X	48568014	48574860
ENSG00000171490	16	11833850	11851580
ENSG00000120675	13	43023203	43114213
ENSG00000163918	3	186789880	186807058
ENSG00000182700	5	140125937	140129392
ENSG00000138434	2	181891730	181930738
ENSG00000171408	6	135851701	136195574
ENSG00000137821	15	70853239	71053658
ENSG00000140691	16	31458080	31467166
ENSG00000230539	7	36597834	36600120
ENSG00000060237	12	752579	911452
ENSG00000061794	12	27710822	27756295
ENSG00000237596	6	135991936	136225751
ENSG00000178607	17	64039080	64130819
ENSG00000087087	7	100875103	100888664
ENSG00000196415	19	840999	848175
ENSG00000163053	2	230034982	230068993
ENSG00000140987	16	3382081	3401065
ENSG00000174007	3	196706277	196712250
ENSG00000161970	17	8377516	8383213
ENSG00000166965	15	90954881	90963125
ENSG00000173120	11	67119263	67258082
ENSG00000160062	1	32539427	32605941
ENSG00000213066	6	166999317	167094789
ENSG00000132570	5	134905120	135007959
ENSG00000027847	5	177600132	177610330
ENSG00000243710	1	43172330	43254358
ENSG00000010219	12	4562208	4615302
ENSG00000241258	7	66114604	66154568
ENSG00000055208	6	149218641	149411613
ENSG00000004779	16	23581014	23596316
ENSG00000269019	19	18940235	18947452
ENSG00000173275	X	135344796	135363413
ENSG00000149599	20	31847637	31870664
ENSG00000172818	11	65787063	65797214
ENSG00000141646	18	51028394	51085045
ENSG00000196366	9	136483495	136486067
ENSG00000232581	7	6578565	6588974
ENSG00000259705	15	48645951	48652016
ENSG00000196569	6	128883138	129516566
ENSG00000135472	12	49866896	49904217
ENSG00000259668	15	51455268	51460582
ENSG00000259678	15	51414097	51498833
ENSG00000065328	10	13161558	13211110
ENSG00000032444	19	7534004	7561764
ENSG00000116685	1	11919591	11926428
ENSG00000087088	19	48954815	48961798
ENSG00000214575	15	82543201	82648861
ENSG00000196511	7	144451941	144836395
ENSG00000135482	12	56118260	56127514
ENSG00000197614	12	8637346	8662888
ENSG00000136250	7	36512941	36724549
ENSG00000172318	2	167293001	167874045
ENSG00000184838	5	120464300	120687332
ENSG00000248487	3	51971426	51981196
ENSG00000196668	12	116533422	116536518
ENSG00000173166	2	203394345	203535335
ENSG00000196376	6	117907264	118317676
ENSG00000215012	22	19846138	19854896
ENSG00000122741	9	37800554	37867666
ENSG00000280136	17	88641	118578
ENSG00000168546	8	21690398	21812357
ENSG00000158604	7	44577894	44582287
ENSG00000064763	12	29149016	29341121
ENSG00000258102	12	116548105	116576606
ENSG00000243762	22	20110821	20111875
ENSG00000153975	6	116635618	116668794
ENSG00000253230	8	9899871	9919155
ENSG00000160256	21	44940012	44976989
ENSG00000221963	22	35648446	35668404
ENSG00000164604	7	113078331	113087778
ENSG00000187595	17	42025576	42098479
ENSG00000100167	22	41969443	41998221
ENSG00000275963	12	12648939	12649713
ENSG00000247400	13	95648711	95676973
ENSG00000164241	5	127045235	127073506
ENSG00000162543	1	20186096	20196050
ENSG00000256229	19	20167214	20200488
ENSG00000235016	3	50116022	50156085
ENSG00000278831	10	124623353	124624079
ENSG00000135932	2	230712842	230821075
ENSG00000174276	11	65116403	65117701
ENSG00000136247	7	6577434	6589374
ENSG00000162302	11	64359148	64372215
ENSG00000213689	3	48465811	48467645
ENSG00000171766	15	45361124	45402327
ENSG00000106302	7	123828983	123877481
ENSG00000119403	9	120855651	120894896
ENSG00000103496	16	31032889	31042975
ENSG00000186469	14	51826195	51979342
ENSG00000156671	10	75099586	75182123
ENSG00000164675	7	123452193	123535077
ENSG00000143845	1	204131062	204152044
ENSG00000203791	10	124748149	124791887
ENSG00000266801	16	68933820	68937725
ENSG00000162618	1	78889764	79282124
ENSG00000117984	11	1752752	1764573
ENSG00000115252	2	182139968	182523359
ENSG00000243961	20	9986088	10007116
ENSG00000109089	17	74987632	75005800
ENSG00000170893	3	129974688	129977935
ENSG00000214212	19	10836575	10869790
ENSG00000267757	19	45641494	45642840
ENSG00000107338	9	37915898	38069227
ENSG00000167191	16	19856691	19886167
ENSG00000188060	1	28592200	28595449
ENSG00000164056	4	123396795	123403760
ENSG00000110881	12	50057548	50083611
ENSG00000181610	17	57834781	57850056
ENSG00000232633	5	113323028	113437174
ENSG00000246363	12	89010681	89309566
ENSG00000099282	10	69451465	69507666
ENSG00000113719	5	172834251	172952792
ENSG00000273747	15	83020115	83020802
ENSG00000121741	13	19958677	20091829
ENSG00000136542	2	157257705	157318491
ENSG00000196646	19	12163064	12189871
ENSG00000132623	20	9986126	10058303
ENSG00000148296	9	133328776	133336188
ENSG00000232884	21	14676698	14763259
ENSG00000169612	15	82986210	82991057
